nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso,cliente
LETICIA F.,feminino,q64iemz6surb5sbuxajscxfcao3iq1,9839848652,36.0,48792.0,483.8,21,nordeste,divorciado(a),fundamental,2,cartão de débito,0,0
ADRIANO T.,masculino,boj19vkpgtgc1rsjvl3azqba57rg6j,,,70172.0,476.4,17,sudeste,divorciado(a),fundamental,1,cartão de crédito,13,1
TEREZINHA A.,feminino,89fq3dm62rh07to30m7ml0qe8amm07,5363535228,,34846.0,765.4,20,sudeste,solteiro(a),fundamental,2,pix,6,1
DANIEL K.,masculino,c4gcsdo7dbgsvu37khipzdjlbn9d5o,,35.0,54346.0,469.1,38,sudeste,separado(a),graduado,3,cartão de crédito,0,0
ROSA B.,feminino,8k6z7ec2i38jts14l7kur4rfgj3dg1,,34.0,43772.0,404.2,28,sudeste,separado(a),graduado,0,cartão de débito,7,0
JULIANA C.,feminino,mj3tf68uhm0crb88ljhpjtnedi517w,6708251992,38.0,59668.0,389.2,38,sudeste,casado(a),médio,0,pix,0,0
ANA S.,feminino,0nxcetaf8k1p4zt85mvsipkmcmw8k1,,41.0,56726.0,380.8,52,nordeste,casado(a),,2,cartão de débito,10,1
MARCELO N.,masculino,p0hp2zhrq6vh4ku655q0dnx64jr0j1,,29.0,62345.0,613.0,24,sudeste,casado(a),graduado,1,cartão de crédito,13,1
MARCELO P.,masculino,ncr0xkzcqn493mbtqv5did4fmzn0md,2395721250,48.0,91804.0,453.8,58,sul,casado(a),médio,0,pix,0,0
DEBORA L.,feminino,wipmjvat0tshe6auvi6hq8892vbamz,,,33534.0,669.2,16,centro-oeste,separado(a),graduado,0,cartão de débito,0,0
VINICIUS U.,masculino,7smv2x5nl5wl6xfmet5sut4hxnw5om,3051950059,38.0,91766.0,413.2,53,nordeste,solteiro(a),fundamental,2,cartão de crédito,0,0
LEONARDO H.,masculino,fgo08el5aps43wwzpeangr9r5gbnuo,6001671953,37.0,55216.0,635.0,25,sudeste,viúvo(a),médio,3,cartão de crédito,0,0
ADRIANA K.,feminino,ixq7w1j8zkl1b45jm46nbmp2a9adoa,,22.0,27421.0,399.5,19,nordeste,solteiro(a),fundamental,0,cartão de débito,0,0
MARCELO W.,masculino,g80buti3wit781kq64l640f61gz46b,8120137179,38.0,47638.0,502.8,36,sul,casado(a),graduado,0,pix,0,0
JULIO O.,masculino,d5psehkh77auts3gijbf67peqhle90,,,87641.0,621.4,20,sudeste,casado(a),fundamental,3,boleto,9,1
ELIANE O.,feminino,6szgo27kgvq3k0cd38ur63kn131s3r,6199870683,,43390.0,612.9,63,sudeste,separado(a),fundamental,0,cartão de crédito,0,0
JORGE M.,masculino,2gzp0ggtzsi4bhwk61evlqav4pjsg3,,29.0,58344.0,291.3,28,sudeste,separado(a),,0,cartão de crédito,4,0
JOSEFA E.,masculino,irv5rahqs5egis8g77dc01jkr2ujfh,,39.0,37195.0,354.6,8,sul,solteiro(a),graduado,1,pix,0,0
VINICIUS Z.,masculino,x1p6eqz5v559l70k77qa1wkx6t9ujc,5850360968,,74676.0,565.4,18,sudeste,divorciado(a),fundamental,3,pix,0,1
VANESSA P.,feminino,tusv1h00o8p4ab4wpgtejkbk04uavz,0588634403,27.0,51955.0,646.4,29,sudeste,casado(a),médio,1,pix,9,1
IGOR A.,masculino,oc9q2n4s834fq8mt05lvc9f7husnlf,,25.0,60974.0,536.1,17,sudeste,solteiro(a),graduado,2,cartão de débito,7,1
RICARDO K.,masculino,53jzcloacch6wi8flbk7x0x7wue9bc,9800561694,37.0,80284.0,420.4,41,nordeste,divorciado(a),médio,3,boleto,0,0
ALESSANDRA U.,feminino,5bj0he4otj3gz8hfmuhlmozg1tjw4o,6291584689,33.0,62965.0,318.9,69,nordeste,viúvo(a),fundamental,0,cartão de crédito,3,0
ISABEL I.,feminino,iwqevmhv8qx0gqqdij6b42pomwhkgc,8651256288,,86600.0,839.0,35,sudeste,divorciado(a),fundamental,0,boleto,1,0
NELSON G.,masculino,9r7hw8czq97d6213fa7swos1q5fshf,2326688517,43.0,71121.0,479.7,37,nordeste,solteiro(a),,3,cartão de crédito,8,0
CARLA C.,feminino,fjhxktrqrx469ad0rjrcenaz8z26gu,7845826524,27.0,55749.0,522.6,53,sudeste,casado(a),outros,1,pix,5,0
ANTONIA R.,feminino,ex3rnc3b1wrbtvohz80vnmfftpztlr,6615969987,,55105.0,570.9,80,nordeste,divorciado(a),fundamental,1,boleto,0,1
CLAUDIA Z.,feminino,2ed28km17c913zwkde73ve6m5nzpz1,8776295448,28.0,49215.0,461.9,15,norte,solteiro(a),,0,cartão de débito,13,0
JAQUELINE Z.,feminino,4v4lrjozxmiqp1t3e488840tpa2w4n,4091635902,63.0,33877.0,667.2,28,nordeste,casado(a),pós-graduado,5,boleto,12,1
GABRIEL G.,masculino,bmvw7tji7703cndtkj3hta7fzfur2m,2807563719,38.0,57940.0,541.2,16,centro-oeste,casado(a),,0,pix,10,1
FRANCISCA S.,feminino,qmcr1mv1huaia73ief8gm54t8ph0ma,4922516479,31.0,54105.0,646.5,51,sudeste,divorciado(a),fundamental,1,pix,0,1
PEDRO B.,masculino,3nwmzeb4txxosvs1c49ud45q01dsh5,8531129453,43.0,75494.0,444.9,25,nordeste,casado(a),fundamental,1,pix,0,0
RENATO G.,masculino,6du4f5vlnce1m7wfujtgul63bf7rk6,8031953679,50.0,45648.0,779.1,29,sudeste,casado(a),fundamental,0,cartão de débito,0,0
JOSEFA Z.,masculino,heqsc7cdci26jr3dwdzxjgponumxmj,,55.0,90185.0,632.1,38,nordeste,casado(a),graduado,0,cartão de crédito,5,0
CARLOS B.,masculino,kchh53wn2b8h2o4ewexga4za5qx2kg,,36.0,51576.0,398.2,50,centro-oeste,viúvo(a),pós-graduado,0,cartão de débito,17,0
SEBASTIAO U.,masculino,xj915x4emsiwpvxhzddoxfuchsv1jz,9023558472,59.0,84731.0,612.4,27,nordeste,casado(a),fundamental,2,pix,9,0
CLAUDIA W.,masculino,d8u23camvatj7sphzvhhj2d80cpfr5,5724813989,31.0,79631.0,387.4,40,sudeste,casado(a),médio,0,cartão de crédito,3,0
JOAO H.,masculino,a9dd44c85t29frf5qlnt4miik47xm2,8825215712,30.0,111073.0,430.5,14,nordeste,divorciado(a),médio,2,boleto,9,1
ALEXANDRE N.,masculino,4be0adbdc570hbavxb4xqpuozapm5b,,43.0,63666.0,404.7,65,sudeste,solteiro(a),fundamental,1,pix,0,1
NATALIA M.,feminino,p1apo89obeur78rdaindfrlh5vdtd3,0856829858,41.0,31173.0,621.6,25,sudeste,casado(a),fundamental,0,transferência,3,0
LUIZ X.,masculino,qa195gr6qpfa5r1dcali7rfo0jj0ml,,31.0,72348.0,625.9,15,sudeste,separado(a),graduado,0,cartão de débito,4,0
TEREZINHA O.,feminino,1cwo7rdgewgnfntwbr44smgjjpmqam,,34.0,80270.0,589.0,32,nordeste,solteiro(a),,1,pix,7,1
JOSE S.,masculino,lzlg2lhd5eiihq4a7nhe9rarlg6436,3855758382,41.0,95905.0,471.6,24,sul,divorciado(a),fundamental,0,cartão de crédito,0,0
GABRIEL P.,masculino,gal2qammi2ismjgqbjpw6v6id9cl6x,,43.0,85575.0,480.4,58,nordeste,solteiro(a),outros,1,cartão de crédito,0,0
MARCOS E.,masculino,d78f6qfap98hepv4k7n5hupau8xsrf,8253111599,59.0,94575.0,900.3,40,nordeste,divorciado(a),fundamental,2,cartão de crédito,10,1
JEFERSON B.,masculino,c1q8wv5f49a6rogjfxj2g1entx4gwd,6664635879,26.0,65709.0,409.9,60,nordeste,separado(a),outros,0,cartão de crédito,11,0
ALINE Z.,feminino,q62fe3637t239t2p2bk5467wcva2ux,,37.0,63455.0,483.4,40,centro-oeste,casado(a),fundamental,0,transferência,2,1
LUCAS Z.,masculino,mjsrr3bubttsu5l6xwckwaoau40i6w,,54.0,95464.0,814.0,30,sudeste,solteiro(a),,1,cartão de crédito,9,1
JOSE K.,masculino,tghvngeex8vvsxw2822opbcom85iga,7220907246,25.0,62078.0,322.4,20,sudeste,casado(a),fundamental,2,cartão de crédito,3,1
PAULO Z.,masculino,4mjrhj12swv8s36q7rpiehn9xr1bj4,8678167043,39.0,71870.0,575.2,31,sudeste,casado(a),,1,cartão de débito,0,1
FRANCISCO T.,masculino,8c2qe0m688cmr3ieat2ri7ehhdie4k,,42.0,61015.0,713.7,32,sudeste,solteiro(a),fundamental,0,pix,12,0
RAIMUNDO I.,masculino,i4ipj79421xkauuhxonz936kmkloo0,9346736081,,67338.0,544.1,25,sudeste,casado(a),fundamental,3,transferência,6,1
RICARDO A.,masculino,tnd6smf3e4ax68fjzud4irqjuql6ge,2109284187,60.0,81644.0,706.5,32,sul,solteiro(a),fundamental,1,cartão de débito,9,0
LARISSA P.,feminino,pdoic2wxr94x65nzzhj905hxorfa60,3618329752,48.0,59750.0,791.6,36,nordeste,solteiro(a),outros,1,boleto,5,0
VITORIA U.,feminino,g0jall5e2u9iw99dknepkc7m92v54n,4785196631,31.0,29349.0,446.3,24,norte,separado(a),médio,1,pix,0,0
VITOR D.,masculino,rktlw33qwq8zaunqb1dkj3c04t2m9w,4562745221,36.0,74046.0,357.6,34,centro-oeste,casado(a),fundamental,2,cartão de débito,0,1
IGOR L.,masculino,hgdux9hruxats23wmvgd01cgb0g68e,7351494232,49.0,81239.0,818.3,20,sudeste,solteiro(a),médio,2,boleto,7,1
ISABEL W.,feminino,l724o14xupuqde0zj2r27w8cflgmqf,,44.0,50104.0,381.1,35,sudeste,casado(a),,4,pix,0,1
ALEX D.,masculino,mi98lvcvk9lpx3evn3e5ssc21hew3n,2726966126,35.0,55669.0,527.1,21,nordeste,divorciado(a),médio,1,cartão de crédito,0,0
MATEUS V.,masculino,ihnggg3cgdrfj15vc9pokzol8nn1nv,0883434288,49.0,164645.0,475.0,18,sudeste,separado(a),outros,2,pix,4,1
CRISTIANE F.,feminino,cc1zahzirs9h9x91amw5q9538wtwaq,9800256434,29.0,62104.0,581.2,62,nordeste,casado(a),médio,2,boleto,13,0
TEREZINHA U.,feminino,zt7l7pqkjdirq5znbl4mhdul787q8z,0872568991,26.0,43187.0,337.2,17,centro-oeste,solteiro(a),,6,boleto,6,1
FELIPE B.,masculino,mvhs0hgnwuvkizhqtk7ex7ab7jgxrr,2257274232,62.0,100474.0,659.0,21,sul,viúvo(a),,0,boleto,2,0
RAFAEL Q.,masculino,z7l6xvgno2k10tcne88uh79cmvcfnr,1153064173,60.0,90648.0,664.4,93,nordeste,casado(a),fundamental,1,boleto,11,1
TIAGO Q.,masculino,k4aq33vs5o0r8bvixu1spwgsm91ktd,3626665793,21.0,46991.0,574.3,31,sudeste,divorciado(a),fundamental,2,cartão de débito,2,1
RENATO N.,masculino,khrc1gemwdkjpr744lk94e2b4w0ca2,3319258115,32.0,78672.0,513.1,51,sul,solteiro(a),pós-graduado,2,cartão de débito,0,1
ISABEL L.,feminino,58u1jm5t29r2czotveekwaq8si4upe,1371284622,38.0,97304.0,493.2,92,sudeste,solteiro(a),graduado,3,boleto,0,1
LUCIANO F.,masculino,eootmcps2v3nh0rqvq690nh1oihid1,,39.0,60981.0,480.1,36,sudeste,casado(a),médio,1,boleto,11,0
MARCOS R.,masculino,nl6cduhjb0lu0gttwlwqqe5e331f52,4916550113,54.0,104197.0,708.6,48,sudeste,solteiro(a),médio,2,boleto,14,1
ROSANGELA M.,feminino,if9vt2f8832s2x6gcf386oh2u369qr,,30.0,72520.0,,53,centro-oeste,casado(a),fundamental,4,cartão de débito,0,1
TAIS X.,feminino,sgfg3udmg2s7je2tp55uhc5xxz1wr5,,35.0,48572.0,590.6,48,centro-oeste,casado(a),fundamental,1,pix,0,1
LUCIANO T.,masculino,v1qcx0zg3eulr1f06g2z8f1arijb2q,,25.0,70882.0,511.2,29,sul,solteiro(a),,0,cartão de débito,4,0
LUIZA D.,masculino,mpdfi1o3hle1amcgeenxzfs0a4tqru,6524979116,,52804.0,402.3,18,sudeste,separado(a),graduado,0,cartão de crédito,0,0
CRISTIANE C.,feminino,awg6zrag4b064fq0k9wrphsxzpolwn,9446638512,28.0,48859.0,520.6,106,norte,solteiro(a),fundamental,1,pix,3,1
MARIANA N.,feminino,6670bxlb4sf17v0oego60feu60dl3o,9291825851,30.0,41671.0,336.3,38,nordeste,casado(a),fundamental,0,cartão de débito,0,0
EDSON J.,masculino,idfpvg4md2vc1c0blnbb8r4o3fpk6j,9656878011,28.0,84929.0,301.7,40,sudeste,casado(a),pós-graduado,0,cartão de crédito,7,1
MATEUS L.,masculino,fiq09d6lt1fu9g95uz6f01n5ghm9bx,8330173994,32.0,66377.0,586.0,80,sudeste,casado(a),graduado,3,pix,1,0
GUILHERME I.,masculino,c5agpnp1xijsj83dlg8pcvf12r82wg,9975681802,49.0,91983.0,573.6,19,sudeste,solteiro(a),fundamental,1,transferência,15,1
RAFAEL L.,masculino,92ubxlzwcatxq19qhfq85f4pkg39dq,3186229382,34.0,69577.0,300.4,22,sudeste,casado(a),graduado,1,pix,0,0
LUCAS B.,masculino,3wuwfn8waw82boowh7v88rlkmfchj0,,40.0,41692.0,354.4,10,sudeste,viúvo(a),fundamental,0,cartão de crédito,0,0
LEONARDO K.,masculino,ffbm462kejhp8i0iikct8z686dq8qe,,37.0,67194.0,419.3,41,sudeste,casado(a),outros,2,cartão de débito,6,0
ALESSANDRA O.,feminino,n8snhq8se0bhnmzfufijamp6dxaa88,6661897166,25.0,56349.0,616.0,27,nordeste,casado(a),fundamental,1,cartão de débito,0,0
CRISTIANE A.,feminino,g8j625stmgfrianftlq3a3bnpbf14s,3697149865,28.0,70006.0,269.5,44,sudeste,solteiro(a),fundamental,0,pix,0,0
CLAUDIO K.,masculino,ozf57du0pme1p69z7ej4h545tn7xbk,9908881490,43.0,65144.0,696.6,46,sudeste,solteiro(a),fundamental,1,boleto,0,1
MARCIO X.,masculino,sozz2w6ns0pd37rmgavvpflpivhn98,2317919502,48.0,62621.0,662.3,24,nordeste,solteiro(a),fundamental,0,cartão de crédito,4,0
CAMILA S.,feminino,91fzbktcllde84vz3tik987c63hvep,,27.0,61045.0,443.8,27,norte,separado(a),fundamental,3,pix,1,1
SUELI Z.,masculino,8zjcpsx9z7s9l3wcdfhbwbqza703dh,,28.0,60916.0,593.4,22,sul,solteiro(a),outros,2,cartão de crédito,16,0
ALINE W.,feminino,anqzov1jmuchr7rxspvgc2z2cjlqmn,1355198616,32.0,59037.0,631.8,41,centro-oeste,solteiro(a),,0,pix,0,0
CARLA X.,feminino,lwdh7wptefiiafbifmmud57seb0ljs,,40.0,57146.0,743.9,56,nordeste,casado(a),outros,0,pix,8,0
MATEUS E.,masculino,antzg2q8c4f3pt70gp6idgmzq6kqo4,7351447644,30.0,71745.0,395.1,21,nordeste,solteiro(a),fundamental,4,cartão de crédito,6,1
SEBASTIAO R.,masculino,9zvgn5s6041bbsxrmqa6squwmekf7v,8250274541,,72780.0,833.6,20,sudeste,divorciado(a),graduado,0,pix,10,0
RAFAEL T.,masculino,vorqo660ng5jo147i9s20zhpp1714e,,47.0,63231.0,,46,sudeste,solteiro(a),outros,1,cartão de crédito,14,0
TIAGO U.,masculino,4il7ztg5odndvk98zonfpf58cun10m,,28.0,60203.0,429.7,20,centro-oeste,solteiro(a),médio,2,cartão de débito,0,0
FRANCISCO U.,masculino,otkq6h9s91exhobvu34runqzlvggiv,6408844694,27.0,58363.0,651.7,26,sudeste,solteiro(a),médio,1,pix,12,0
VITORIA K.,feminino,645plbij9rzc2jl4eip4x0p04f1hwo,,28.0,48124.0,,25,sudeste,separado(a),médio,0,cartão de crédito,15,0
SAMUEL I.,masculino,xmoullmlmp4rdek4nt9g76mi0wx1v3,,,76769.0,525.3,39,sudeste,casado(a),,3,cartão de crédito,5,1
JULIANA V.,feminino,xmqns0w7ddilesrko3i4izbbzpfoq9,,,116794.0,445.4,54,centro-oeste,casado(a),,1,boleto,10,1
MARCOS A.,masculino,1h7e23u8fjk4krpm9tbq7oqftinpjh,,,88236.0,543.9,21,norte,divorciado(a),médio,0,cartão de débito,4,0
DANIEL N.,masculino,5aqahvpj3il1hzrhorue3gok4hi6fl,,56.0,82434.0,635.6,33,nordeste,divorciado(a),médio,1,cartão de débito,0,1
JOSE J.,masculino,x2etwhx6ajrs9kfbhg725x5wrilo69,8089960698,28.0,59393.0,,15,sudeste,solteiro(a),,3,cartão de crédito,11,1
EDUARDO Z.,masculino,i5exc3vgrvqlhsw67vafk6v4j894be,5888641971,26.0,53543.0,535.7,22,nordeste,solteiro(a),,1,pix,6,0
JULIA H.,masculino,ldh153zog2rmv3ck3knw2d467pqp0s,0617115794,42.0,39155.0,,10,sudeste,divorciado(a),médio,2,cartão de débito,11,0
JULIO H.,masculino,sr18auzcs0bo6idruxh2ug1nofarpf,,27.0,52619.0,277.4,18,sudeste,solteiro(a),graduado,1,cartão de crédito,15,0
ANDRE T.,masculino,5fvem0vzm36i64xk0q4cn65dfnjaez,1282143208,52.0,108153.0,569.8,23,sudeste,solteiro(a),graduado,0,cartão de débito,12,0
EDSON C.,masculino,sutq6l1tc795dqvhxb2fex4c5i0xa9,9650616180,29.0,86151.0,631.2,23,sudeste,solteiro(a),fundamental,1,cartão de crédito,0,0
ELIAS P.,feminino,puree26xe1jh64xuc92eufjbdbwv2z,1128730913,29.0,46503.0,601.3,28,sudeste,solteiro(a),,5,boleto,0,1
JOSEFA X.,feminino,jldxda8j0ist6blk92fqmazh5puklk,,33.0,48514.0,305.8,15,sudeste,solteiro(a),fundamental,0,boleto,4,0
JORGE O.,masculino,5wb8suc1sxu8blhwsurjc8p1lip2r2,0199869965,46.0,71054.0,444.4,22,sul,divorciado(a),fundamental,0,cartão de crédito,0,0
FRANCISCA D.,feminino,cbro1v6wux59dso48u59lrrsdpgfdp,5050804024,40.0,46100.0,760.8,14,sudeste,solteiro(a),graduado,1,pix,0,1
ELIANE D.,feminino,tu6516dceb982h7iwt4iz08o5oegpp,7587187065,31.0,57482.0,273.4,29,sudeste,solteiro(a),médio,2,transferência,3,0
GERALDO H.,masculino,qmrzbi0cbcfzid1g750lfgitd3h7rn,,45.0,50788.0,437.6,60,sul,divorciado(a),pós-graduado,1,cartão de crédito,10,1
RAFAEL U.,masculino,39u5xojfg6vz1hol2oqazeworjkcm4,1781242892,,80805.0,320.5,18,centro-oeste,casado(a),outros,4,cartão de crédito,0,0
MARIA H.,feminino,8svjltcp32jqio9ccw2mob6hbf2137,5094072370,40.0,51642.0,354.0,46,sudeste,divorciado(a),fundamental,2,cartão de crédito,8,1
FRANCISCA F.,feminino,a21qap6xpfu8kjcvfqwsnk3w3920t6,5522971983,42.0,60045.0,730.6,33,sudeste,divorciado(a),,2,pix,0,0
ANDRE I.,masculino,htb2eej7d4fz3gszivezsifmsa715m,,43.0,84518.0,607.1,73,nordeste,viúvo(a),graduado,2,transferência,0,0
JORGE B.,masculino,hwfh0a7xzahxipg74brofgjoe4wjc1,4973283118,44.0,47358.0,758.5,14,nordeste,separado(a),pós-graduado,0,pix,8,0
LUCAS V.,masculino,33790q9dwgih0akpl6z193aaukxk75,6977895278,43.0,93872.0,506.2,17,centro-oeste,solteiro(a),médio,0,pix,9,0
SANDRA A.,feminino,vqu6p13ilu7c5qdiq8ue2m7b4kc8b3,,29.0,69689.0,,31,sudeste,divorciado(a),médio,0,cartão de débito,0,0
AMANDA P.,feminino,n22shpwkxu9ccwz57dl4lvud8lwniv,1406258508,25.0,66088.0,249.5,20,sudeste,divorciado(a),,2,transferência,0,1
ALESSANDRA S.,feminino,hshbgxkc9w9tl3iez79azfi9b98cgd,5230865554,,37082.0,514.4,26,centro-oeste,casado(a),fundamental,0,cartão de crédito,8,0
EDUARDO N.,masculino,hws0d03dz5s81ns4wlpsemb5xu63ai,6348234867,42.0,143497.0,543.5,17,sudeste,viúvo(a),,2,cartão de crédito,0,1
BRUNO X.,masculino,bnrrlxn57iqrggtj167cesezhbx4o5,1397569202,40.0,85814.0,601.3,45,sudeste,casado(a),fundamental,0,transferência,0,0
FABIO I.,masculino,7tjb5mppp5i0aifzfk520uw4ip60b1,9130809787,32.0,73810.0,642.0,64,nordeste,divorciado(a),médio,2,cartão de débito,0,0
ROSANGELA K.,feminino,jev7subu1ep0n43e5v8o4d0gsf1a6h,0771198136,26.0,97984.0,540.6,21,sudeste,solteiro(a),fundamental,2,boleto,0,1
AMANDA S.,feminino,gr321awj3kuquaqp62gpvdwknvqsvc,8864113910,31.0,45545.0,410.0,17,sul,casado(a),médio,1,pix,0,0
SAMUEL U.,masculino,xnfxi2at6hxk3qjxwz0izz9u2zbr27,5579112273,,91496.0,575.1,21,sudeste,solteiro(a),médio,1,cartão de crédito,11,1
JOSEFA I.,masculino,qpdp0oi0wbl03cfi7sbsmngai5q1wx,1858499607,39.0,69725.0,508.4,20,sudeste,divorciado(a),médio,2,boleto,0,0
JOSEFA B.,feminino,tno3gqivddk08ilv5t2q4x90idge8k,,32.0,57437.0,598.7,35,sudeste,casado(a),fundamental,2,cartão de débito,9,1
JORGE S.,masculino,hm2xuhoufkntfvn36udfkdvj1k42c2,6047250469,35.0,51531.0,547.0,38,nordeste,solteiro(a),fundamental,2,transferência,0,1
ISABEL B.,feminino,05q2g6s44e1ig5z9g9jbosuigm0bg2,1606407624,25.0,54365.0,357.4,40,sul,casado(a),médio,1,boleto,0,0
VITOR E.,masculino,vbej7l0x7i33jtq061sj5683w452le,0324676912,34.0,97925.0,341.1,32,centro-oeste,solteiro(a),médio,0,pix,0,0
ADRIANO M.,masculino,8btgzqja84d6xu87xzho3ma2hc30g7,4737617067,,89158.0,786.1,26,sudeste,casado(a),médio,2,cartão de débito,0,0
JOSEFA W.,masculino,tdn96cohaptogio9cwxbwqm9crrtzr,0789763613,32.0,71922.0,543.8,30,nordeste,solteiro(a),,0,pix,0,0
GUSTAVO E.,masculino,sv8xxfzpzapj8pbcw10xavgk7pxqp8,6537564158,51.0,87214.0,,22,sul,solteiro(a),pós-graduado,1,cartão de crédito,12,1
PAULO S.,masculino,rj74i49c9i1sjh3its9ow3uksmnslr,6074511626,24.0,68784.0,611.7,16,sudeste,casado(a),graduado,0,cartão de crédito,8,0
JOSEFA P.,feminino,v5rdi1qkgb9xt1o2nmllxq1gwbb97m,,39.0,40524.0,648.9,33,nordeste,divorciado(a),graduado,1,boleto,0,0
GUSTAVO C.,masculino,1d4243v2430bjj3k8v1a2f5kchu1n1,8757792964,31.0,82431.0,403.0,28,nordeste,separado(a),médio,1,cartão de crédito,3,0
CLAUDIA I.,masculino,qcort1wovhrcfmw3tovre7x6s2vmof,5867413822,34.0,72819.0,296.7,22,sudeste,solteiro(a),outros,1,cartão de crédito,5,0
SIMONE T.,feminino,awco2bzt5mh5bd26gqjxz1kef7vzum,0117880158,22.0,43954.0,373.1,27,sudeste,casado(a),médio,0,pix,9,0
JESSICA C.,feminino,2oxve3xldqvtfn18bjktszts8uulb5,9518660238,63.0,94628.0,,52,sudeste,casado(a),médio,4,pix,0,1
MARCOS W.,masculino,od8bmok515ctumu672k1rve2uljdw6,,32.0,56705.0,442.9,37,centro-oeste,casado(a),graduado,2,boleto,0,0
RICARDO Z.,masculino,f7cmqqhhpvvn896930w8o2356zr1x7,6064227280,42.0,44504.0,412.1,27,centro-oeste,separado(a),fundamental,1,cartão de débito,5,0
GERALDO V.,masculino,na4iwmmkve0rlaf4v573tteb6sx26i,,46.0,53518.0,571.1,52,nordeste,solteiro(a),fundamental,3,cartão de crédito,16,0
RODRIGO Q.,masculino,vfr68ehg9r5wn1ign1v9xlzgpqqwc5,,28.0,54836.0,633.3,21,nordeste,separado(a),médio,3,pix,0,0
FERNANDO K.,masculino,6kbzbt89ev98naknwnqo2vxq06czv4,7572681512,24.0,58703.0,581.9,26,sul,casado(a),médio,1,boleto,5,0
DIEGO S.,masculino,jml9nt2bie6ftzx4d9ou4j4dkhbau1,2416477667,37.0,73639.0,612.3,42,sudeste,solteiro(a),,2,cartão de débito,6,1
ELIAS V.,masculino,r8mphojxm7pjxvxggwm03gjx0nu5c1,0712196619,33.0,78118.0,688.1,25,nordeste,casado(a),fundamental,0,cartão de crédito,3,0
LUIZ O.,feminino,wc0qlvz2azroekap42o1347h0uc6la,,43.0,91091.0,463.6,73,centro-oeste,casado(a),graduado,2,cartão de crédito,0,0
ROSA E.,feminino,pjbkqu58hi67p5ksc7a14nbc0lgx6g,,53.0,76681.0,509.5,33,sul,viúvo(a),graduado,1,cartão de crédito,21,1
LEANDRO G.,masculino,k1irsi5k4h8kax1zb8gr3cozp4fzw5,,29.0,64274.0,480.4,24,norte,solteiro(a),médio,0,cartão de crédito,2,0
JOSE O.,feminino,1vkhdkvupr302s9xobvetm1dwnc36o,0552545811,26.0,45508.0,465.1,67,nordeste,casado(a),,5,cartão de crédito,0,1
SIMONE V.,feminino,i7mavwi2c3c82ngv77fp1piibx1wku,0828757519,31.0,53271.0,571.1,70,sudeste,separado(a),,0,cartão de débito,0,1
LUIZA O.,masculino,5dt355x3lqtbudq5exuu02xutj42k4,,30.0,83945.0,446.6,48,nordeste,casado(a),graduado,0,boleto,0,0
GILSON P.,masculino,vf4qck7bhltv3liftl3osz7er6xelo,4871394201,23.0,84762.0,295.1,14,nordeste,divorciado(a),pós-graduado,1,cartão de crédito,0,1
CLAUDIA Z.,masculino,0aoxd3x81e07cg706w2d48n3vsfnod,3426801101,27.0,48448.0,651.0,6,sudeste,solteiro(a),graduado,1,boleto,11,0
GABRIELA L.,feminino,w1r4q1gofo2p7gzs9lphkecrvl9x2o,,47.0,59016.0,544.4,58,centro-oeste,divorciado(a),fundamental,3,cartão de débito,7,1
CLAUDIA L.,feminino,p81ccg59g4v3i2cje2qfkuatgnmap3,8022358750,46.0,67471.0,586.7,33,nordeste,solteiro(a),graduado,1,pix,13,0
JESSICA F.,feminino,rhpbx54vrx3roj8q2w2nt2l7lsk3zk,6667698565,42.0,58200.0,689.3,26,sul,casado(a),fundamental,0,cartão de crédito,9,0
TEREZINHA V.,feminino,lupn9suo6n7ci34urxve5gw6psod5i,0754536010,36.0,64099.0,611.0,76,sudeste,solteiro(a),fundamental,1,cartão de crédito,13,1
MARIA O.,feminino,wo1zetwgf79nvj2l6wmzh72u7pxbjh,4411046803,52.0,32910.0,633.1,30,nordeste,solteiro(a),médio,0,cartão de débito,6,0
LARISSA I.,feminino,ln2l54a3mp0f89mse05qjf6kpcn9uv,9738472226,24.0,47411.0,,18,nordeste,solteiro(a),fundamental,0,cartão de débito,4,0
SUELI X.,masculino,o6rzpkq07k3z2o0h3xdbwlc11q0nxx,7351966577,30.0,60772.0,671.2,49,nordeste,solteiro(a),graduado,1,cartão de crédito,10,0
ANTONIA M.,feminino,b8kmor95fdz5a1oa025gk2pmc7oibz,3549102086,25.0,29205.0,,11,nordeste,viúvo(a),outros,0,pix,11,0
VINICIUS U.,masculino,hshxk69s20dttzc01b4ko6run5ka61,2702785803,32.0,67276.0,478.8,20,norte,casado(a),,1,boleto,0,0
MARCELO G.,masculino,iubhw7w4kehndbgmbmwgenrgfr995k,6201260249,37.0,115775.0,577.6,39,sudeste,casado(a),médio,0,cartão de crédito,0,0
VERA O.,feminino,211hglta0kqxt74ssm3z9w8fhwhfo8,4958498984,23.0,34231.0,533.0,32,sudeste,solteiro(a),médio,1,cartão de débito,0,0
EDSON M.,masculino,bxpf5i7faxcefkrzisvtvixh9kmdem,4931177048,34.0,56726.0,457.6,28,sudeste,solteiro(a),fundamental,0,cartão de crédito,5,0
FELIPE D.,masculino,qz5vof6a8qn0bh9kadk67p7tku1k2t,7530052312,55.0,148046.0,724.2,38,sudeste,solteiro(a),fundamental,2,pix,0,1
